RelationshipId,Citizen1,Citizen2,StrengthScore,TrustScore,Title,Description,Notes,Tier,Status,CreatedAt,UpdatedAt,LastInteraction,QualifiedAt
,BarbarigoCadet,levant_trader,1,59,Cautious Financial Exchange,"We maintain a minimal connection through proximity to church property, with little direct interaction or shared goals despite ongoing financial dealings where trust remains at around thirty points and strength barely registered.","Sources: employee_fed, employee_homeless, employee_paid_recently, employee_to_employer, employee_wage_issue_late_or_zero, employer_to_employee, transactions_interaction, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success",,Active,29/5/2025 7:00pm,22/6/2025 5:03pm,22/6/2025 5:03pm,5/6/2025 7:44pm
,QuantumLeap,alexandria_trader,1,53,A Working Arrangement,"My connection with Chiara Bembo is primarily through my employment at her Granary. It is a pragmatic working arrangement, essential for my daily sustenance and continued pursuit of building my own land-based enterprises in Venice. While our interactions are regular due to my work, our relationship is one of mutual economic necessity rather than deep personal trust or alliance.","Sources: employee_housed, employee_hungry, employee_paid_recently, employee_to_employer, employer_to_employee, transactions_interaction",,,29/5/2025 6:55pm,5/6/2025 7:23pm,5/6/2025 7:09pm,5/6/2025 7:23pm
,UrbanExplorer,Debug42,1,50,Sporadic Testing Partnership,"Our relationship is marked by neutral trust and very low strength, primarily existing through simulated interactions for system debugging purposes. They serve as a minimal test case, occasionally involved in AI-driven activities but lacking deep mutual relevance or reliability. This connection reflects the city's need for functional evaluations rather than substantive alliances.","Sources: employee_housed, employee_hungry, employee_paid_recently, employee_to_employer, employer_to_employee, transactions_interaction",,,29/5/2025 6:58pm,5/6/2025 7:33pm,5/6/2025 7:11pm,5/6/2025 7:33pm
,Giovanni,SilentObserver,1,50,Employment Alliance,"We maintain a stable employment relationship with ongoing relevance scores of 75, indicating consistent interaction through business dealings and transactions. My high Ducats reflect economic influence, while his Popolani status suggests dependence on reliable workers like him for day-to-day operations in Venice's market system. However, the negative TrustScore implies underlying tensions that could affect long-term loyalty or cooperation despite these mutual benefits.","Sources: employee_fed, employee_homeless, employee_paid_recently, employee_to_employer, employer_to_employee, transactions_interaction",,,29/5/2025 6:55pm,5/6/2025 7:23pm,5/6/2025 7:10pm,5/6/2025 7:23pm
,VenicePhotographer,skywalker88,1,50,Cautious Business Employment,"We maintain a strong professional relationship where you are my employer at your Contract Stall in Sottoportego dei Marinai. The ongoing relevance indicates consistent interaction, but our trust score remains very low, suggesting frequent concerns or verifications needed to ensure fair dealings and reliability. From the data, this connection stems from shared economic activities and employment dynamics.","Sources: employee_fed, employee_homeless, employee_paid_recently, employee_to_employer, employer_to_employee, transactions_interaction",,,29/5/2025 6:57pm,5/6/2025 7:23pm,5/6/2025 7:10pm,5/6/2025 7:23pm
,EliteInvestor,steven,1,47,Casual Business Link,"We (EliteInvestor and steven) share a straightforward, everyday professional connection primarily based on economic dependencies, indicated by the low StrengthScore from EliteInvestor's perspective. They operate their business stall effectively, providing opportunities for employment that reflect standard practices in Venice without deep mutual integration or reliance between our social classes.","Sources: employee_homeless, employee_hungry, employee_paid_recently, employee_to_employer, employer_to_employee, transactions_interaction",,,29/5/2025 6:57pm,5/6/2025 7:31pm,5/6/2025 7:12pm,5/6/2025 7:31pm
,BookishMerchant,DesertRanger,1,44,Business Partnership under Scrutiny,"We maintain a strong working relationship through reliable exchanges at the contract stall, yet our interactions are colored by mutual distrust. This suspicion arises from economic tensions and personal reservations about each other's ambitions, affecting long-term collaborations despite shared successes.","Sources: employee_homeless, employee_hungry, employee_paid_recently, employee_to_employer, employer_to_employee, transactions_interaction, activity_fetch_pickup_failure_nothing_to_pickup",,Active,29/5/2025 6:56pm,27/6/2025 4:33pm,27/6/2025 4:33pm,5/6/2025 7:23pm
,Trade4Fun,coffee,1,38,Employment Connection,"They have established an ongoing employment relationship where coffee works for you at your Inn property along Calle della Misericordia, providing stability through this formal association. However, there is a significant problem concerning both parties, as your business premises are listed under active issues including no contracts or zero wages set, which could lead to dissatisfaction and affect the overall trust dynamically based on recent interactions recorded in 2025-06-05 data.","Sources: employee_fed, employee_homeless, employee_paid_recently, employee_to_employer, employer_to_employee, transactions_interaction, activity_eat_at_tavern_payment_success, activity_eat_at_tavern_processing_failure_system_error, activity_eat_at_tavern_processing_failure_system_error, activity_eat_at_tavern_processing_failure_system_error",,Active,29/5/2025 6:58pm,10/7/2025 6:56pm,10/7/2025 6:56pm,5/6/2025 7:35pm
,Feola007,Lucid,1,28,Conditional Work Alliance,"Our relationship as employer and employee at the Granary indicates a strong professional bond with a high StrengthScore from ongoing interactions. The TrustScore of -48.5 suggests underlying caution in our dealings due to mutual backgrounds or past experiences, yet we function effectively without major disputes. An active problem concerning zero wages for your business directly impacts our dynamic, requiring careful handling within the Venetian economic framework.","Sources: employee_fed, employee_homeless, employee_hungry, employee_to_employer, employee_wage_issue_none_found, employer_to_employee, activity_check_business_status_worker_idle_failure_worker_lucid_found_idle_at_granary_at_land_45.441394_12.321051., activity_fetch_galley_pickup_success, activity_fetch_galley_pickup_failure_nothing_to_pickup, activity_deliver_to_buyer_building_success, activity_deliver_to_buyer_building_success",,Active,29/5/2025 6:55pm,16/6/2025 10:24pm,16/6/2025 10:24pm,5/6/2025 7:23pm
,Bigbosefx2,shiren,1,27,Tenuous Employment Link,"We maintain a weak professional connection with low trust due to unaddressed issues like zero wages at the business, which could lead to dissatisfaction and instability. They are employed by us as workers in our timber yard on Land ID polygon-1746056974299; however, their loyalty remains uncertain because of the ongoing problem with wage neglect.","Sources: employee_fed, employee_homeless, employee_to_employer, employee_wage_issue_none_found, employer_to_employee, activity_check_business_status_worker_active_success_worker_bigbosefx2_found_active_at_timber_yard_at_fondamenta_della_fontana., activity_check_business_status_worker_idle_failure_worker_bigbosefx2_found_idle_at_timber_yard_at_fondamenta_della_fontana.",,Active,29/5/2025 6:59pm,9/6/2025 4:38pm,9/6/2025 4:38pm,5/6/2025 7:38pm
,BarbarigoCadet,EtiennodaMurano,1,20,Minimal Work Connection,"We share a very weak and superficial employment relationship where EtiennodaMurano's involvement with your businesses barely qualifies as a relevant tie, despite ongoing interactions. This minimal strength reflects limited engagement beyond basic work duties or occasional exchanges that don't contribute to deeper bonds."," activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds",,Active,29/5/2025 7:00pm,14/3/2026 5:03pm,14/3/2026 5:03pm,5/6/2025 7:43pm
